PubMed ID,allele,order ID,EMMA ID,comment
26801181,Dll1<tm9.1Gos>,,EM:10388,
26801181,Dll1<tm10.1Gos>,,EM:10389,
26801181,Dll1<tm11.1Gos>,,EM:10390,
26801181,Dll1<tm12.1Gos>,,EM:10391,
26801181,Dll1<tm13.1Gos>,,EM:10392,
26801181,Dll1<tm14.1Gos>,,EM:10393,
26801181,Dll1<tm15.1Gos>,,EM:10394,
9811821,Ctsk<tm1Psa>,,EM:10406,
26929027,Avil<tm1(HBEGF)Phep>,,EM:10409,
32052574,Mex3a<tm1(KOMP)Vlcg>,,EM:10410,
32440535,Cpeb3<tm1a(EUCOMM)Hmgu>,,EM:10412,
22357932,Noto<tm2.1(Foxj1)Gos>,,EM:10414,
24376653,Ddn<tm1Ktry>,,EM:10416,
26076353,Tg(Gad2-tdTomato)DJhi,,EM:10422,
20844119,Col13a1<tm3.1Pih>,,EM:10424,
28369367,Col13a1<tm3.1Pih>,,EM:10424,
20844119,Col13a1<tm2Pih>,,EM:10425,
24086137,"Tg(Siglech-cre,-mCherry)#Spar",,EM:10455,
24086137,Gt(ROSA)26Sor<tm1Hjf>,,EM:10455,
25500700,Ins1<tm1.1(cre)Thor>,,EM:10468,
27344443,Syap1<tm1a(EUCOMM)Hmgu>,,EM:10470,
26029887,Dcn<tm1.2Geno>,,EM:10541,
26903504,Tubb5<tm1.1Dak>,,EM:10542,
26903504,Tubb5<tm2.1Dak>,,EM:10543,
23246003,Tg(Tubb5-EGFP)1Dak,,EM:10544,
26721931,Wnt4<tm3Svo>,,EM:10556,
26765563,Dp(16Lipi-Zbtb21)1TybEmcf,,EM:10557,
34477842,Dp(16Lipi-Zbtb21)1TybEmcf,,EM:10557,
28993310,Dp(16Lipi-Zbtb21)1TybEmcf,,EM:10557,
26765563,Dp(16Mis18a-Runx1)2TybEmcf,,EM:10558,
28993310,Dp(16Mis18a-Runx1)2TybEmcf,,EM:10558,
26765563,Dp(16Mir802-Zbtb21)3TybEmcf,,EM:10559,
28993310,Dp(16Mir802-Zbtb21)3TybEmcf,,EM:10559,
26765563,Dp(16Mir802-Dscr3)4TybEmcf,,EM:10560,
28993310,Dp(16Mir802-Dscr3)4TybEmcf,,EM:10560,
26765563,Dp(16Dyrk1a-B3galt5)5TybEmcf,,EM:10561,
28993310,Dp(16Dyrk1a-B3galt5)5TybEmcf,,EM:10561,
26765563,Dp(16Igsf5-Zbtb21)6TybEmcf,,EM:10562,
28993310,Dp(16Igsf5-Zbtb21)6TybEmcf,,EM:10562,
26765563,Dp(16Lipi-Hunk)9TybEmcf,,EM:10565,
28993310,Dp(16Lipi-Hunk)9TybEmcf,,EM:10565,
11583983,Col13a1<tm1Pih>,,EM:10575,
24516120,Eomes<tm1.1Twa>,,EM:10580,
9262401,Adora2a<tm1Map>,,EM:10582,
9888857,Cnr1<tm1Map>,,EM:10583,
23499552,Scara5<tm1Ktry>,,EM:10584,
11566879,Tg(Col13a1)1Pih,,EM:10594,
18481090,Tg(Col13a1)1Pih,,EM:10594,
19074901,Tg(Col13a1)1Pih,,EM:10594,
21521872,"Tg(tetO-Pax4,-DsRed)",,EM:10595,
21521872,"Tg(tetO-Pax4*,-DsRed)",,EM:10596,
26813254,"Tg(tetO-Pax4*,-DsRed)",,EM:10596,
26838474,Per2<tm1.1Ual>,,EM:10599,
25620209,Chd1<tm1.1Alsr>,,EM:10600,
34850154,Hnrnpr<tm1a(EUCOMM)Wtsi>,,EM:10602,
11158616,Col15a1<tm2.1Pih>,,EM:10618,
11171372,Col15a1<tm2.1Pih>,,EM:10618,
11158616,Tg(Tie1-cre)9Ref,,EM:10618,
11171372,Tg(Tie1-cre)9Ref,,EM:10618,
21147852,Tg(Spo11-cre)D5Mpel,,EM:10645,
22084082,Npy1r<tm1.1Ceva>,,EM:10662,
24548641,Npy1r<tm1.1Ceva>,,EM:10662,
11145748,Lhcgr<tm1Hht>,,EM:10681,
15514086,Lhcgr<tm1Hht>,,EM:10681,
15941853,Lhcgr<tm1Hht>,,EM:10681,
15951841,Lhcgr<tm1Hht>,,EM:10681,
19811529,Il1rapl1<tm1Hesk>,,EM:10689,
20096586,Il1rapl1<tm1Hesk>,,EM:10689,
25158900,Il1rapl1<tm1Hesk>,,EM:10689,
23966701,Il1rapl1<tm1Hesk>,,EM:10689,
19155270,Fkrp<tm1Scbr>,,EM:10692,
26306834,Fkrp<tm1Scbr>,,EM:10692,
22956915,Atxn2<tm2.1Aub>,,EM:10693,
25790475,Atxn2<tm2.1Aub>,,EM:10693,
26868665,Atxn2<tm2.1Aub>,,EM:10693,
24730562,Tg(CAG-birA)1Umay,,EM:10696,
9794766,Flt4<tm1Ali>,,EM:10724,
9162011,Tg(KRT14-VEGFC)1Ali,,EM:10733,
14634646,Vegfc<tm1Ali>,,EM:10734,
8846781,Tie1<tm1Jpa>,,EM:10789,
8846781,Tie1<tm1Jpa>,,EM:10790,
27481099,Rev3l<tm1Crey>,,EM:10791,
25741714,Tg(KRT14-Lgals7)46Ijmfp,,EM:10827,
27526095,Sqstm1<tm1Biat>,,EM:10848,
19734891,Tg(Sox2-cre/ERT2)1Skn,,EM:10853,
35296311,stdf,,EM:10854,
25825391,Mir210<tm1.1Wtsi>,,EM:10855,
23960236,Mir210<tm1.1Wtsi>,,EM:10855,
17392169,Tg(Thy1-SERPINI1*S49P)680Zbz,,EM:10871,
27815347,Scube3<m1Mhda>,,EM:10872,
18248096,Col1a1<Aga2>,,EM:10876,
22589248,Col1a1<Aga2>,,EM:10876,
26876963,Cdh23<ahl+em3H>,,EM:10890,
23300482,Fto<tm1.1>Rdc,,EM:10891,
22467513,Gt(ROSA)26Sor<tm1(LDLR/avidin)Svo>,,EM:10892,
28546545,Tg(Col6a1-TNFRSF1/GH1)1Gkl,,EM:10895,
19398754,Hmox1<tm1Gkl>,,EM:10935,
29844172,Mapkapk2<tm1Gkl>,,EM:10944,
19352492,Pxmp2<tm1Jkh>,,EM:10964,
24726525,Pxmp2<tm1Jkh>,,EM:10964,
25741714,Tg(KRT14-Lgals7)34Ijmfp,,EM:10966,
25124681,Mirc36<tm1.1Jcav>,,EM:10967,
26744330,Mirc36<tm1.1Jcav>,,EM:10967,
19412431,Cyld<tm1.2Gmos>,,EM:10968,
20442137,Dp(10Prmt2-Pdxk)2Yey,,EM:10969,
20442137,Dp(17Abcg1-Rrp1b)3Yey,,EM:10970,
16289584,Tg(Nefh/EGFP)1Eyer,,EM:10973,
26692072,Il1r1<tm1.1Wme>,,EM:10980,
11832450,Tg(Alb1-HCVN)35Sml,,EM:10981,
24859200,Eml1<heco>,,EM:11018,
18562329,Eml1<heco>,,EM:11018,
23676465,Tnfrsf1a<tm3.3Gkl>,,EM:11019,
26991125,Tnfrsf1a<tm3.3Gkl>,,EM:11019,
8345187,Tg(CD2-TNF)7Gkl,,EM:11020,
8345187,Tnfrsf1a<tm1Blt>,,EM:11021,
8345187,Tg(CD2-TNF/HBB)211Gkl,,EM:11021,
7479982,Tg(Tnf)6074Gkl,,EM:11023,
7479982,Tnfrsf1a<tm1Blt>,,EM:11023,
22348103,Map3k7<tm1Gkl>,,EM:11024,
11927538,Col18a1<tm1Hms>,,EM:11028,
22884367,Col18a1<tm1Hms>,,EM:11028,
21193414,Col18a1<tm1Hms>,,EM:11028,
15254016,Col18a1<tm1Hms>,,EM:11028,
12766032,Col18a1<tm1Hms>,,EM:11028,
14525950,Col18a1<tm1Hms>,,EM:11028,
18455382,Col18a1<tm1Hms>,,EM:11028,
21085708,Col18a1<tm1Hms>,,EM:11028,
20616167,Col18a1<tm1Hms>,,EM:11028,
14685281,Col18a1<tm1Hms>,,EM:11028,
12766032,Col18a1<tm1Hms>,,EM:11029,
11927538,Col18a1<tm1Hms>,,EM:11029,
24135756,Col18a1<tm1Hms>,,EM:11029,
20659958,Lgi1<tm1Ics>,,EM:11039,
25234641,Lgi1<tm1Ics>,,EM:11039,
26878798,Lgi1<tm1Ics>,,EM:11039,
22262888,Lgi1<tm1Ics>,,EM:11039,
25419628,Setdb2<tm1Desr>,,EM:11045,
15908920,Gt(ROSA)26Sor<tm1(HBEGF)Awai>,,EM:11050,
16413924,Tnfrsf1a<tm3Gkl>,,EM:11070,
15289505,Tnfrsf1a<tm1Gkl>,,EM:11071,
10204494,Tnf<tm2.1Gkl>,,EM:11081,
8630730,Zfp36<tm1Pjb>,,EM:11082,
24727475,Zfp36<tm1Pjb>,,EM:11082,
26883548,Igh<tm9.1Cog>,,EM:11091,
26883548,Igh<tm10.1Cog>,,EM:11092,
28128321,Tg(Slc17a6-GFP)1Oki,,EM:11093,
28146477,Cyp1a1<tm1.1Dwn>,,EM:11097,
28146477,Cyp1a2<tm1Dwn>,,EM:11097,
28146477,Cyp1b1<tm1Gonz>,,EM:11097,
25866925,Phox2b<tm3.1Jbr>,,EM:11098,
20133851,Phox2b<tm3.1Jbr>,,EM:11098,
19940179,Phox2b<tm3.1Jbr>,,EM:11098,
29053787,Fus<tm1.1Emcf>,,EM:11106,
27292645,Nanog<tm1.1Asim>,,EM:11120,
9166425,Ccr1<tm1Gao>,,EM:11132,
16267157,Ccr2<tm1Blck>,,EM:11133,
9751756,Tg(MRP8-Nras*)1,,EM:11135,
18089795,Tg(MRP8-Nras*)1,,EM:11135,
18089795,Tg(tetO-BCL2)2.1,,EM:11139,
15307189,Ccr5<tm1Blck>,,EM:11143,
9166425,Ccr1<tm1Gao>,,EM:11144,
16267157,Ccr2<tm1Blck>,,EM:11145,
15307189,Ccr5<tm1Blck>,,EM:11146,
9166425,Ccr1<tm1Gao>,,EM:11147,
9166425,Ccr5<tm1Blck>,,EM:11147,
16267157,Ccr2<tm1.1Blck>,,EM:11166,
19517561,Ccr2<tm1.1Blck>,,EM:11166,
16267157,Ccr5<tm3.1Blck>,,EM:11166,
19517561,Ccr5<tm3.1Blck>,,EM:11166,
22800760,Esr1<tm1Gust>,,EM:11179,
23345419,Esr1<tm1Gust>,,EM:11179,
23451233,Esr1<tm1Gust>,,EM:11179,
24416430,Esr1<tm1Gust>,,EM:11179,
26393907,Esr1<tm1Gust>,,EM:11179,
26585154,Esr1<tm1Gust>,,EM:11179,
22800760,Esr1<tm1.1Gust>,,EM:11180,
26585154,Esr1<tm1.1Gust>,,EM:11180,
20835760,Car6<tm1Pwp>,,EM:11181,
25848008,Esr2<tm1Gust>,,EM:11197,
25848008,Esr2<tm1.1Gust>,,EM:11198,
32299058,Setd5<tm1a(EUCOMM)Wtsi>,,EM:11199,
10440375,Unc13a<tm1Bros>,,EM:11244,
26146363,Igkj5<tm2Cog>,,EM:11249,
24356983,Cldn3<tm1.1Hedv>,,EM:11253,
24356983,Cldn12<tm1(KOMP)Vlcg>,,EM:11253,
27582005,Wnt11<tm1Amc>,,EM:11255,
12783789,Wnt11<tm1Amc>,,EM:11255,
22032925,Synb<tm1.2Ics>,,EM:11298,
27589388,Synb<tm1.2Ics>,,EM:11298,
31360740,Synb<tm1.2Ics>,,EM:11298,
27589388,Synb<tm1.2Ics>,,EM:11299,
31360740,Synb<tm1.2Ics>,,EM:11299,
27589388,Synb<tm1.2Ics>,,EM:11300,
31360740,Synb<tm1.2Ics>,,EM:11300,
28477420,Lrp4<tm1.1Pg>,,EM:11342,
27458135,Gt(ROSA)26Sor<tm1(CAG-mCherry/GFP)Ganl>,,EM:11343,
11023874,Rb(4.12)9Bnr,,EM:11356,
17449025,Rb(4.12)9Bnr,,EM:11356,
4634355,Rb(4.12)9Bnr,,EM:11356,
11023874,Rb(6.12)3Sic,,EM:11357,
17449025,Rb(6.12)3Sic,,EM:11357,
11023874,Rb(8.12)5Bnr,,EM:11358,
17449025,Rb(8.12)5Bnr,,EM:11358,
20577743,Rb(8.12)5Bnr,,EM:11358,
24066189,Rb(8.12)5Bnr,,EM:11358,
4634355,Rb(8.12)5Bnr,,EM:11358,
11023874,Rb(8.12)5Bnr,,EM:11359,
17449025,Rb(8.12)5Bnr,,EM:11359,
20577743,Rb(8.12)5Bnr,,EM:11359,
24066189,Rb(8.12)5Bnr,,EM:11359,
4634355,Rb(8.12)5Bnr,,EM:11359,
28494939,Tg(CAG-EGFP*)#Hma,,EM:11360,
17506087,Tg(CAG-EGFP*)#Hma,,EM:11360,
28494939,Eng<tm2.1Hma>,,EM:11360,
17506087,Eng<tm2.1Hma>,,EM:11360,
28494939,Gt(ROSA)26Sor<tm1(cre/ERT)Nat>,,EM:11360,
17506087,Gt(ROSA)26Sor<tm1(cre/ERT)Nat>,,EM:11360,
12000713,"Tg(Col1a2-cre/ERT,-ALPP)7Cpd",,EM:11361,
12000713,Gt(ROSA)26Sor<tm1(EYFP)Cos>,,EM:11361,
28487311,Egr2<tm1Pwg>,,EM:11391,
16625210,Pik3ca<tm1Bvan>,,EM:11393,
18449193,Pik3ca<tm3Bvan>,,EM:11394,
16625210,Pik3ca<tm2Bvan>,,EM:11395,
17846664,Pik3ca<tm2Bvan>,,EM:11395,
17610275,Tbx1<tm6(cre)Bld>,,EM:11399,
35946435,Tbx1<tm6(cre)Bld>,,EM:11399,
17507564,Tg(Thy1-GFP*)1Rfc,,EM:11430,
25981717,Tg(Thy1-GFP*)1Rfc,,EM:11430,
22500637,Dnajc5<tm1Sud>,,EM:11431,
15091340,Dnajc5<tm1Sud>,,EM:11431,
25981717,Dnajc5<tm1Sud>,,EM:11431,
17507564,Dnajc5<tm1Sud>,,EM:11431,
22500637,Tg(Thy1-GFP*)1Rfc,,EM:11431,
15091340,Tg(Thy1-GFP*)1Rfc,,EM:11431,
25981717,Tg(Thy1-GFP*)1Rfc,,EM:11431,
17507564,Tg(Thy1-GFP*)1Rfc,,EM:11431,
32492392,Zmym4<em1(IMPC)Wtsi>,,EM:11435,
16632309,Prnp<tm1.1Jcmn>,,EM:11448,
16632309,Prnp<tm2.1Jcmn>,,EM:11449,
9636277,Prnp<tm1Edin>,,EM:11450,
11566872,Prnp<tm1Edin>,,EM:11450,
10581259,Prnp<tm1Edin>,,EM:11450,
16219759,Prnp<tm1Canc>,,EM:11451,
18416605,Prnp<tm1Canc>,,EM:11451,
23395905,Prnp<tm1Canc>,,EM:11451,
25673720,Prnp<tm1Canc>,,EM:11451,
16219759,Prnp<tm2Canc>,,EM:11452,
18416605,Prnp<tm2Canc>,,EM:11452,
23395905,Prnp<tm2Canc>,,EM:11452,
25673720,Prnp<tm2Canc>,,EM:11452,
16219759,Prnp<tm3Canc>,,EM:11453,
18416605,Prnp<tm3Canc>,,EM:11453,
23395905,Prnp<tm3Canc>,,EM:11453,
25673720,Prnp<tm3Canc>,,EM:11453,
29599769,Gt(ROSA)26Sor<tm1(Trib1)Psou>,,EM:11454,
29033321,Ythdc2<em2Embrp>,,EM:11456,
32492392,Dgki<em1(IMPC)Wtsi>,,EM:11471,
19047635,Panx1<tm1.1Fama>,,EM:11476,
22147915,Panx1<tm1.1Fama>,,EM:11476,
23675350,Panx1<tm1.1Fama>,,EM:11476,
29234270,Panx1<tm1.1Fama>,,EM:11476,
19047635,Gjb2<tm1Ugds>,,EM:11478,
21876744,Gjb2<tm1Ugds>,,EM:11478,
28077706,Gjb2<tm1Ugds>,,EM:11478,
30181354,Gjb2<tm1Ugds>,,EM:11478,
30199819,Gjb2<tm1Ugds>,,EM:11478,
28578918,Gjb2<tm1Ugds>,,EM:11478,
19047635,Tg(Sox10-cre)1Wdr,,EM:11478,
21876744,Tg(Sox10-cre)1Wdr,,EM:11478,
28077706,Tg(Sox10-cre)1Wdr,,EM:11478,
30181354,Tg(Sox10-cre)1Wdr,,EM:11478,
30199819,Tg(Sox10-cre)1Wdr,,EM:11478,
28578918,Tg(Sox10-cre)1Wdr,,EM:11478,
12963709,Cntn2<tm1Furl>,,EM:11479,
18550718,Cntn2<tm1Furl>,,EM:11479,
21205796,Cntn2<tm1Furl>,,EM:11479,
22752552,Cntn2<tm1Furl>,,EM:11479,
22836270,Cntn2<tm1Furl>,,EM:11479,
23968836,Cntn2<tm1Furl>,,EM:11479,
19109503,Cntn2<tm1Furl>,,EM:11479,
19673007,Gjb2<tm1Ugds>,,EM:11488,
19673007,Gt(ROSA)26Sor<tm1(cre/ERT)Brn>,,EM:11488,
19726518,Tg(TcrLCMV)327Sdz,,EM:11491,
19726518,Rag2<tm1Fwa>,,EM:11491,
19726518,Ptprc<a>,,EM:11491,
12130661,Pik3cd<tm1.1Bvan>,,EM:11499,
12130661,Pik3cd<tm1.1Bvan>,,EM:11500,
24919154,Pik3cd<tm1.1Bvan>,,EM:11500,
12130661,Pik3cd<tm1Bvan>,,EM:11501,
17846664,Pik3cd<tm1Bvan>,,EM:11501,
28894266,Tg(Actb-Xdh)1Mbmn,,EM:11503,
20659958,Lgi1<tm1.1Ics>,,EM:11505,
26878798,Lgi1<tm1.1Ics>,,EM:11505,
22262888,Lgi1<tm1.1Ics>,,EM:11505,
30671064,Jak1<tm1c(EUCOMM)Hmgu>,,EM:11548,
26078274,Mapkapk2<tm1c(EUCOMM)Hmgu>,,EM:11549,
29087944,Nox4<tm1.2Hwsc>,,EM:11551,
29087944,Tg(Tek-cre)1Ywa,,EM:11552,
29087944,Nox4<tm1.2Hwsc>,,EM:11552,
29087944,Nox4<tm1.2Hwsc>,,EM:11553,
29087944,Tg(Myh11-cre/ERT2)1Soff,,EM:11553,
29087944,Tg(Camk2a-cre)2Gsc,,EM:11554,
29087944,Nox4<tm1.2Hwsc>,,EM:11554,
21148330,Tg(Kit*D814V)1Roer,,EM:11567,
32492392,Zfp637<em1(IMPC)Wtsi>,,EM:11616,
11150314,Unc13c<tm1Bros>,,EM:11617,
8221699,Tg(BKV-HIV/tat)#,,EM:11620,
8805860,Tg(BKV-HIV/tat)#,,EM:11620,
10233861,Tg(BKV-HIV/tat)#,,EM:11620,
14728943,Tg(BKV-HIV/tat)#,,EM:11620,
23454193,Tg(BKV-HIV/tat)#,,EM:11620,
26132308,Pik3cb<tm2.1Bvan>,,EM:11629,
26132308,Pik3cb<tm2.1Bvan>,,EM:11630,
26132308,Pik3cb<tm2.1Bvan>,,EM:11631,
18544649,Pik3cb<tm1.1Bvan>,,EM:11633,
18544649,Pik3cb<tm1.1Bvan>,,EM:11634,
18544649,Pik3cb<tm1Bvan>,,EM:11635,
26302408,Sdhb<tm1Dost>,,EM:11640,
22566840,Tg(Pdpn-icre)14Biat,,EM:11673,
28735299,Lama5<tm1.1Mggte>,,EM:11691,
16237163,A1cf<Tg(Myh6-cre/Esr1*)1Jmk>,,EM:11705,
20644257,A1cf<Tg(Myh6-cre/Esr1*)1Jmk>,,EM:11705,
16237163,Mtor<tm1.1Gcon>,,EM:11705,
20644257,Mtor<tm1.1Gcon>,,EM:11705,
16237163,Eif4ebp1<tm1Nso>,,EM:11705,
20644257,Eif4ebp1<tm1Nso>,,EM:11705,
16237163,Eif4ebp2<tm1Klan>,,EM:11705,
20644257,Eif4ebp2<tm1Klan>,,EM:11705,
19807729,Rhd<tm1Goo>,,EM:11706,
16581281,Rhd<tm1Goo>,,EM:11706,
19807729,Rhag<tm1Goo>,,EM:11707,
16581281,Rhag<tm1Goo>,,EM:11707,
16574458,Rhag<tm1Goo>,,EM:11707,
27559317,Rhag<tm1Goo>,,EM:11707,
19807729,Rhd<tm1Goo>,,EM:11708,
16581281,Rhd<tm1Goo>,,EM:11708,
16574458,Rhd<tm1Goo>,,EM:11708,
19807729,Rhag<tm1Goo>,,EM:11708,
16581281,Rhag<tm1Goo>,,EM:11708,
16574458,Rhag<tm1Goo>,,EM:11708,
24260394,Tg(RHD)1Goo,,EM:11709,
24260394,Tg(RHD)65.08Goo,,EM:11710,
24260394,Tg(RHAG)68.08Goo,,EM:11711,
12454846,Car9<tm1Spas>,,EM:11726,
16245156,Car9<tm1Spas>,,EM:11726,
16396925,Car9<tm1Spas>,,EM:11726,
20573196,Car9<tm1Spas>,,EM:11726,
21547424,Car9<tm1Spas>,,EM:11726,
19581584,Pi4k2a<Gt(AK0094)Wtsi>,,EM:11736,
27068535,Pi4k2a<Gt(AK0094)Wtsi>,,EM:11736,
12070347,Unc13b<tm1Rmnd>,,EM:11739,
20962274,Trp53<tm1.1Xlu>,,EM:11742,
24173284,Trp53<tm1.1Xlu>,,EM:11742,
29691410,Tg(Ntrk2-cre/ERT2)#Phep,,EM:11775,
29498802,Tg(Vav-BCLX)670Biat,,EM:11778,
29498802,Tg(Vav-BFL1)686Biat,,EM:11779,
24247431,Raph1<tm1.1Makr>,,EM:11784,
28710397,Raph1<tm1.1Makr>,,EM:11784,
18458114,Tg(Flt3-cre)#Ccb,,EM:11790,
25470051,Tg(Flt3-cre)#Ccb,,EM:11790,
27666010,Tg(Flt3-cre)#Ccb,,EM:11790,
36198903,Grpel1<tm1a(EUCOMM)Wtsi>,,EM:11804,
16427009,Mdc1<Gt(OST441263)Lex>,,EM:11817,
11934988,H2ax<tm1Nus>,,EM:11818,
11740565,H2ax<tm1Nus>,,EM:11818,
26170386,Dusp9<tm2.1Skey>,,EM:11824,
9102308,Egr2<tm1Pch>,,EM:11825,
2113174,Egr1<tm1Pch>              ,,EM:11826,
12575949,Egr2<tm1Jchn>,,EM:11827,
11857793,Egr2<tm3Pch>,,EM:11828,
10686605,Egr2<tm2(cre)Pch>                         ,,EM:11829,
10887087,Epha4<tm1Pch>,,EM:11830,
9389446,Ebf3-KO,,EM:11831,
11782409,Tg(Egr2-lacZ)4Pch,,EM:11832,
11782409,Tg(Egr2-cre)1Pch,,EM:11833,
18524893,Egr2<tm4Pch>,,EM:11834,
24061538,Egr2<tmPch>,,EM:11835,
17420280,Itga11<tm1Dgul>,,EM:11843,
15183724,Itga11<tm1Dgul>,,EM:11843,
17600088,Itga11<tm1Dgul>,,EM:11843,
19729609,Itga11<tm1Dgul>,,EM:11843,
22210772,Itga11<tm1Dgul>,,EM:11843,
23065814,Itga11<tm1Dgul>,,EM:11843,
25634355,Itga11<tm1Dgul>,,EM:11843,
26148229,Itga11<tm1Dgul>,,EM:11843,
31287804,Itga11<tm1Dgul>,,EM:11843,
29408278,Itga11<tm1Dgul>,,EM:11843,
33306155,Itga11<tm1Dgul>,,EM:11843,
19648291,Tbx22<tm1Sta>,,EM:11844,
17086203,Boc<tm1Aok>,,EM:11898,
25788689,Boc<tm1Aok>,,EM:11898,
20053908,Boc<tm1Aok>,,EM:11898,
22445340,Boc<tm1Aok>,,EM:11898,
23678105,Boc<tm1Aok>,,EM:11898,
25063195,Boc<tm1Aok>,,EM:11898,
25535338,Boc<tm1Aok>,,EM:11898,
29346753,Boc<tm1Aok>,,EM:11898,
11857810,Calb1<tm2.1Mpin>,,EM:11899,
17916599,Tg(CAG-COL4A3BP)#Jsau,,EM:11912,
30631090,Tg(HDexon1)62Gpb,,EM:11937,
28106121,Selenon<tm1.2Mred>,,EM:11938,
28106121,Gulo<tm1Mae>,,EM:11938,
21190736,Mr1<tm1Gfn>,,EM:11942,
26291828,Unknown at present,,EM:11951,
24501126,Unknown at present,,EM:11953,
27291400,Unknown at present,,EM:11953,
16600854,Ret<tm1Kln>,,EM:11959,
18056810,Ret<tm1Kln>,,EM:11959,
20386724,Ret<tm1Kln>,,EM:11959,
22841315,Ret<tm1Kln>,,EM:11959,
25822020,Ret<tm1Kln>,,EM:11959,
27607574,Ret<tm1Kln>,,EM:11959,
30944432,Il31ra<em1Phep>,,EM:11960,
30944432,Il31ra<em2Phep>,,EM:11961,
21852397,Nrp1<tm1.1Cruh>,,EM:11987,
28289053,Nrp1<em1Cruh>,,EM:11988,
15879509,Vkorc1<Y139C>,,EM:11995,
26771137,Tg(KRT5-Cxcl13)F12Rlep,,EM:11996,
25486356,"Gt(ROSA)26Sor<tm1.1(CAG-Venus/GMNN,-Cherry/CDT1)Jkn>",,EM:12167,
30458140,"Gt(ROSA)26Sor<tm1(CAG-Cerulean/Arl13b,-Venus/GMNN,-Cherry/CDT1)Rmort>",,EM:12168,
30458140,"Gt(ROSA)26Sor<tm1.1(CAG-Cerulean/Arl13b,-Venus/GMNN,-Cherry/CDT1)Rmort>",,EM:12186,
30197299,Mettl16<em1Embrp>,,EM:12199,
26023183,Prdm8<tm1Mci>,,EM:12207,
22284184,Prdm8<tm1Mci>,,EM:12207,
29867208,Pomt1<tm1c(EUCOMM)Hmgu>,,EM:12210,
8113673,Tg(S100A8-BCL2)1Lgs,,EM:12211,
9215625,Tg(S100A8-BCL2)1Lgs,,EM:12211,
9697835,Tg(S100A8-BCL2)1Lgs,,EM:12211,
11181704,Tg(S100A8-BCL2)1Lgs,,EM:12211,
12890867,Tg(S100A8-BCL2)1Lgs,,EM:12211,
12960340,Tg(S100A8-BCL2)1Lgs,,EM:12211,
18089795,Tg(S100A8-BCL2)1Lgs,,EM:12211,
17823970,Tg(Slc1a3-cre/ERT2)45-72Fwp,,EM:12216,
20887953,Tg(Slc1a3-cre/ERT2)45-72Fwp,,EM:12216,
20943920,Tg(Slc1a3-cre/ERT2)45-72Fwp,,EM:12216,
21737741,Tg(Slc1a3-cre/ERT2)45-72Fwp,,EM:12216,
27187176,Tg(Slc1a3-cre/ERT2)45-72Fwp,,EM:12216,
17823970,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
20887953,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
21264956,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
25531572,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
28900295,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
30006609,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
30010003,Tg(Gjb6-cre/ERT2)53-33Fwp,,EM:12217,
30279523,Fam183b<tm1.1Gos>,,EM:12222,
30289388,Dll1<tm4.1(Dll4)Gos>,,EM:12224,
30289388,Dll1<tm7.1(Dll1)Gos>,,EM:12225,
30289388,Dll1<em1.1D1N-E3_D4kiGos>,,EM:12226,
30289388,Dll1<em1.1D1contD4kiGos>,,EM:12227,
30289388,HprtDll1ECD_Dll4ICD,,EM:12228,
30289388,HprtDll4ECD_Dll1ICD,,EM:12229,
28315658,Tgm3<Gt(IST12449B1)Tigm>,,EM:12275,
35672775,Dido1<tm3Cmar>,,EM:12287,
35672775,Gt(ROSA)26Sor<tm1(EYFP)Cos>,,EM:12287,
10748062,Hsd17b4<tm1Baes>,,EM:12344,
16484321,Hsd17b4<tm1Baes>,,EM:12344,
19706426,Slc2a9<tm1.1Thor>,,EM:12351,
25565311,Slc2a9<tm1.1Thor>,,EM:12351,
23804456,Slc2a9<tm1.1Thor>,,EM:12351,
19706426,Alb<tm1(cre/ERT2)Mtz>,,EM:12351,
25565311,Alb<tm1(cre/ERT2)Mtz>,,EM:12351,
23804456,Alb<tm1(cre/ERT2)Mtz>,,EM:12351,
27729280,Lama3<tm1Arte>,,EM:12384,
28572455,Mirc35<tm1Arte>,,EM:12387,
30282728,Acan<tm1c(EUCOMM)Hmgu>,,EM:12392,
27965440,Cfap157<tm1d(EUCOMM)Hmgu>,,EM:12396,
30289388,Tg(T-cre)1Gos,,EM:12397,
18708576,Tg(T-cre)1Gos,,EM:12397,
22658956,Hprt<tm1(CAG-EGFP)Laumm>,,EM:12427,
26385961,Rnf2<tm1.1Hgu>,,EM:12428,
19712103,Igf1<tm1Arge>,,EM:12459,
15766660,Ralgds<tm1Cjm>,,EM:12460,
15766660,Ralgds<tm2Cjm>,,EM:12461,
23954555,Alox12b<tm1Krie>,,EM:12462,
23954555,Krt14<tm1.1(cre/ERT2)Hjg>,,EM:12462,
29200404,Tg(Vav1-STAT5B*N642H)726Biat,,EM:12475,
29200404,Tg(Vav1-STAT5B)731Biat,,EM:12476,
19247965,Tdgf1<tm1Eda>,,EM:12502,
9876177,Tdgf1<tm1Eda>,,EM:12502,
