Gene_symbol,Allele_symbol,Reference,PMID
Phf7,Phf7<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Phf8,Phf8<em2(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Phgdh,Phgdh<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Phgdh,Phgdh<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Phtf2,Phtf2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pias2,Pias2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pigf,Pigf<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pigl,Pigl<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pik3cb,Pik3cb<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pik3cb,Pik3cb<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pik3cg,Pik3cg<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pik3r2,Pik3r2<tm1e(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pip5k1c,Pip5k1c<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pitpnm1,Pitpnm1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pitrm1,Pitrm1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pitx1,Pitx1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Pitx1,Pitx1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Pitx1,Pitx1<em1Wtsi>,Collins et al. 2019,PMID: 31371714
Pla2g2c,Pla2g2c<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pla2g2c,Pla2g2c<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pla2g6,Pla2g6<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Plbd1,Plbd1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pld3,Pld3<tm1e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pld5,Pld5<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Plekhf1,Plekhf1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Plekhf1,Plekhf1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Plekhf1,Plekhf1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Plekhg1,Plekhg1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Plekhm2,Plekhm2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Plet1,Plet1<em1Wtsi>,Collins et al. 2019,PMID: 31371714
Plin2,Plin2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pls3,Pls3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Plscr2,Plscr2<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Plxna2,Plxna2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Plxnb2,Plxnb2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Plxnb3,Plxnb3<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pnpo,Pnpo<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pnpt1,Pnpt1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Polb,Polb<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pold3,Pold3<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Polg2,Polg2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Polr1e,Polr1e<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Polr2f,Polr2f<tm1e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Polr3f,Polr3f<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Polr3g,Polr3g<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pop4,Pop4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ppil3,Ppil3<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ppp1cc,Ppp1cc<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Ppp1cc,Ppp1cc<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Ppp2r2b,Ppp2r2b<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Ppp3ca,Ppp3ca<tm2e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ppp5c,Ppp5c<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pqlc3,Pqlc3<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Praf2,Praf2<tm1e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prame,Prame<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Prdx6,Prdx6<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prkab1,Prkab1<Gt(RRR454)Byg>,Collins et al. 2019,PMID: 31371714
Prkab1,Prkab1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Prkab1,Prkab1<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Prkcz,Prkcz<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prkcz,Prkcz<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prkd1,Prkd1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt1,Prmt1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt2,Prmt2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt3,Prmt3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt3,Prmt3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt5,Prmt5<tm2a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt7,Prmt7<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prmt8,Prmt8<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prpsap2,Prpsap2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prrc2b,Prrc2b<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prrg2,Prrg2<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Prrt2,Prrt2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Prss52,Prss52<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Prss53,Prss53<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Prss53,Prss53<Q30R>,Collins et al. 2019,PMID: 31371714
Prss53,Prss53<Q30R>,Collins et al. 2019,PMID: 31371714
Prune2,Prune2<tm1e(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Psat1,Psat1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg17,Psg17<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg20,Psg20<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg22,Psg22<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg25,Psg25<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg26,Psg26<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg26,Psg26<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg27,Psg27<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psg29,Psg29<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Psph,Psph<tm1a(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Ptges2,Ptges2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pth,Pth<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pth1r,Pth1r<tm1a(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Pth2r,Pth2r<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pthlh,Pthlh<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Ptpn2,Ptpn2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ptprd,Ptprd<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Ptprd,Ptprd<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pus10,Pus10<tm1b(EUCOMM)Hmg>,Collins et al. 2019,PMID: 31371714
Pus7l,Pus7l<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Pvr,Pvr<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Pwp1,Pwp1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Pycr2,Pycr2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rab15,Rab15<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rab17,Rab17<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rab21,Rab21<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rab29,Rab29<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rab5c,Rab5c<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rad18,Rad18<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rala,Rala<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ralb,Ralb<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ralgapb,Ralgapb<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Ralgps2,Ralgps2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rapgefl1,Rapgefl1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Raph1,Raph1<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rars,Rars<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rars2,Rars2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rasal2,Rasal2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rasgrp4,Rasgrp4<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rassf1,Rassf1<tm1.2Brd>,Collins et al. 2019,PMID: 31371714
Rassf1,Rassf1<tm1.2Brd>,Collins et al. 2019,PMID: 31371714
Rbak,Rbak<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rbbp7,Rbbp7<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rbm14,Rbm14<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rbm33,Rbm33<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rbm47,Rbm47<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rbmx,Rbmx<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rbmx,Rbmx<tm2b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rcor2,Rcor2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rcor2,Rcor2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rdh16,Rdh16<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Reg3d,Reg3d<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Reg3d,Reg3d<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Reg3g,Reg3g<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Ren1,Ren1<Ren-1c Enhancer KO>,Collins et al. 2019,PMID: 31371714
Repin1,Repin1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Repin1,Repin1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rftn2,Rftn2<tm1e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhbdf2,Rhbdf2<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhd,Rhd<tm1e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhobtb3,Rhobtb3<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhot1,Rhot1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhot2,Rhot2<tm1(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhou,Rhou<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhox13,Rhox13<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rhox13,Rhox13<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rimbp2,Rimbp2<em2Wtsi>,Collins et al. 2019,PMID: 31371714
Ripk4,Ripk4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ripply3,Ripply3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rmst,Rmst<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnaseh2b,Rnaseh2b<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnaseh2c,Rnaseh2c<tm1(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnasek,Rnasek<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnf10,Rnf10<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnf10,Rnf10<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnf114,Rnf114<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnf125,Rnf125<tm1a (EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rnf138,Rnf138<tm1b(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Rnf157,Rnf157<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Ropn1l,Ropn1l<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rosa26,ROSA26<Fki>,Collins et al. 2019,PMID: 31371714
Rosa26,"Rosa26<tm1(ACTB-cre,-EGFP)>",Collins et al. 2019,PMID: 31371714
Rpap2,Rpap2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rpgrip1l,Rpgrip1l<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rpia,Rpia<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rpn2,Rpn2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rqcd1,Rqcd1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rreb1,Rreb1<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rreb1,Rreb1<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rsad1,Rsad1<tm1(KOMP)Vlcg>,Collins et al. 2019,PMID: 31371714
Rspo4,Rspo4<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rtbdn,Rtbdn<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rtbdn,Rtbdn<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rtf1,Rtf1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rufy2,Rufy2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rundc1,Rundc1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rundc1,Rundc1<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Rwdd1,Rwdd1<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
S100b,S100b<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sag,Sag<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sap130,Sap130<tm1a(KOMP)Mbp>,Collins et al. 2019,PMID: 31371714
Sar1b,Sar1b<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sar1b,Sar1b<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sc4mol,Sc4mol<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Scaf11,Scaf11<em1Wtsi>,Collins et al. 2019,PMID: 31371714
Scn3b,Scn3b<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Scn4b,Scn4b<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Sco1,Sco1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sdhc,Sdhc<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sec1,Sec1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sec16b,Sec16b<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sec22b,Sec22b<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sec23a,Sec23a<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sec24a,Sec24a<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Secisbp2,Secisbp2<tm1a(EUCOMM)Wtsi_H>,Collins et al. 2019,PMID: 31371714
Secisbp2,Secisbp2<tm1a(EUCOMM)Wtsi/H>,Collins et al. 2019,PMID: 31371714
Secisbp2,Secisbp2<tm1c(EUCOMM)Wtsi_H>,Collins et al. 2019,PMID: 31371714
Seh1l,Seh1l<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sel1l,Sel1l<tm1e(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Selk,Selk<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Selk,Selk<tm1b(EUCOMM)wtsi>,Collins et al. 2019,PMID: 31371714
Senp6,Senp6<tm1b(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Sepn1,Sepn1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sep-10,Sept10<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sep-10,Sept10<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sepw1,Sepw1<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Serinc3,Serinc3<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Serpina3c,Serpina3c<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Serpinb9b,Serpinb9b<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Serpinb9b,Serpinb9b<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Sesn3,Sesn3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Setd1a,Setd1a<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Setd4,Setd4<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Setd5,Setd5<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Setdb1,Setdb1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Setmar,Setmar<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sfpq,Sfpq<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sfpq,Sfpq<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sfxn3,Sfxn3<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sgms1,Sgms1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sgol1,Sgol1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sgol2,Sgol2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sgsm1,Sgsm1<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sh2d5,Sh2d5<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sh3bgrl3,Sh3bgrl3<tm2b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sh3bp4,Sh3bp4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sh3pxd2a,Sh3pxd2a<tm1b(EUCOMM)Wts>,Collins et al. 2019,PMID: 31371714
Sik3,Sik3<tm1a(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Sik3,Sik3<tm1a(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Sirt2,Sirt2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Sirt3,Sirt3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Skida1,Skida1<tm1(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slamf9,Slamf9<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc16a2,Slc16a2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc16a4,Slc16a4<tm2e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc16a6,Slc16a6<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc1a4,Slc1a4<tm1e(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc20a2,Slc20a2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc20a2,Slc20a2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc22a21,Slc22a21<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc22a21,Slc22a21<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a20,Slc25a20<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a21,Slc25a21<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a21,Slc25a21<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a21,Slc25a21<tm1c(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a21,Slc25a21<tm1d(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a28,Slc25a28<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a29,Slc25a29<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a30,Slc25a30<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a4,Slc25a4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc25a43,Slc25a43<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc30a8,Slc30a8<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc35f1,Slc35f1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc38a10,Slc38a10<tm1a(EUCOMM)Wtsi_H>,Collins et al. 2019,PMID: 31371714
Slc38a10,Slc38a10<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc38a2,Slc38a2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc41a3,Slc41a3<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc44a5,Slc44a5<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc5a2,Slc5a2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc5a6,Slc5a6<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc5a7,Slc5a7<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc9a3r2,Slc9a3r2<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slc9a8,Slc9a8<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slco2b1,Slco2b1<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slitrk4,Slitrk4<tm1b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slu7,Slu7<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Slx4,Slx4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slx4,Slx4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Slx4ip,Slx4ip<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smarcal1,Smarcal1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smc3,Smc3<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smg1,Smg1<tm1b(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Smg1,Smg1<tm1b(EUCOMM)Hmgu>,Collins et al. 2019,PMID: 31371714
Smg9,Smg9<tm1b(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smim1,Smim1<em1(IMPC)Wtsi>,Collins et al. 2019,PMID: 31371714
Smpd4,Smpd4<tm2b(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Sms,Sms<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smyd2,Smyd2<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Smyd3,Smyd3<tm2a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Smyd4,Smyd4<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smyd5,Smyd5<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Smyd5,Smyd5<tm1e(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Snap29,Snap29<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Snap47,Snap47<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Snapc4,Snapc4<tm1a(KOMP)Wtsi>,Collins et al. 2019,PMID: 31371714
Snf8,Snf8<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
Snip1,Snip1<tm1a(EUCOMM)Wtsi>,Collins et al. 2019,PMID: 31371714
